connection_idx,mean_connectivity_z,condition
310,0.0547196223040747,external
311,-0.0022144341335261545,external
312,0.07498978450772321,external
313,0.006728125652033443,external
314,0.0035324629075692052,external
315,0.040443910961982056,external
316,0.07476890066709743,external
317,0.020786788614834597,external
318,0.04750177828772514,external
319,0.024856336324271717,external
320,-0.015701023373566297,external
321,0.0404586302341572,external
322,0.07702532374666848,external
323,0.04006439808560514,external
324,0.05188953643236418,external
325,-0.07444886511267171,external
326,0.003079208446275239,external
327,0.055803890654193444,external
328,0.01529079945650636,external
329,0.06217521654046926,external
330,-0.14982385082658078,external
331,0.012323668948826902,external
332,0.06522138965171276,external
333,0.21298891984364698,external
334,0.15544216154687795,external
335,0.09704637090990657,external
336,0.023346936705891396,external
337,0.06555803459677657,external
338,0.1994369722394027,external
339,0.1620865137509865,external
340,0.06468392486879479,external
341,-0.1098843831514575,external
342,-0.0775773848997255,external
343,0.13102779666302206,external
344,0.053791753759514505,external
345,-0.1513467743200504,external
346,-0.12042427423525064,external
347,-0.13817899341047046,external
348,-0.013898046765176078,external
349,0.05088737146491876,external
350,0.16962796664978774,external
351,0.027530304771898367,external
352,0.06335098865067398,external
353,0.09065978505700878,external
354,0.03414560894188526,external
355,0.027874444668083045,external
356,0.030262426096536704,external
357,0.0353539494745922,external
358,0.059024796883000115,external
359,0.09147650167690019,external
360,-0.019865347769573483,external
361,-0.10123340666443537,external
362,0.031618041116880345,external
363,0.11120605986102021,external
364,0.023565746996916836,external
365,-0.02562745984972074,external
366,-0.14272883608655618,external
367,-0.023915063037271884,external
368,0.013867909491030608,external
369,0.07502810941256227,external
370,0.043246782560291075,external
371,-0.004028702496509824,external
372,0.024997168441935596,external
373,0.0065514581935218865,external
374,0.009026753206575392,external
375,0.045145553639872736,external
376,0.05201226894514068,external
377,0.06379472203029395,external
378,0.06421063213445603,external
379,0.034755760927553905,external
380,0.014945531385803268,external
381,0.049839228227886966,external
382,0.08321919945301402,external
383,0.07971065848538175,external
384,0.06882666033471821,external
385,0.033742948330866745,external
386,0.020797460498072046,external
387,0.046448272537983115,external
388,0.03391425819140178,external
389,0.02769099328652207,external
390,0.0377860742513005,external
391,-0.04974329180583182,external
392,-0.009243440011038837,external
393,0.04268651707190881,external
394,0.005271543274824528,external
395,0.01434847980295754,external
396,0.10266743850149727,external
397,-0.014599994412957082,external
398,-0.020925314296659225,external
399,0.023658008464674408,external
400,0.038350266958212344,external
401,0.0015997195962620114,external
402,0.017073362309759737,external
403,0.07058341794553226,external
404,0.052813537526554176,external
405,-0.027918602846095902,external
406,0.08923731869091334,external
407,-0.02094540480822707,external
408,-0.010994755606808274,external
409,0.009098101931173936,external
410,0.03310429547804511,external
411,0.03355370400638692,external
412,0.10067824709419453,external
413,0.05402587793150097,external
414,0.058212012167657555,external
415,0.07365816682785005,external
